house_or_senate,sector_name,bill_id
S,Rules and Administration,S.Res. 62
S,Rules and Administration,S. 402
S,Rules and Administration,S. 27
S,Rules and Administration,S. 298
S,Rules and Administration,S.Res. 53
S,Rules and Administration,S.Res. 42
S,Rules and Administration,S.Res. 31
S,Rules and Administration,S.Res. 32
S,Rules and Administration,S.Res. 36
S,Rules and Administration,S.Res. 23
S,Rules and Administration,S.Res. 22
S,Rules and Administration,S.Res. 24
S,Rules and Administration,S. 360
S,Rules and Administration,S. 26
S,Rules and Administration,S.J.Res. 30
S,Rules and Administration,S.Res. 52
S,Rules and Administration,S.Res. 48
S,Rules and Administration,S.Res. 46
S,Rules and Administration,S.Res. 33
S,Rules and Administration,S.Res. 34
S,Rules and Administration,S.Res. 30
S,Rules and Administration,S.Res. 20
S,Rules and Administration,S.Res. 37
S,Rules and Administration,S.Res. 21
S,Rules and Administration,S.Res. 39
S,Small Business and Entrepreneurship,S. 526
S,Small Business and Entrepreneurship,S. 347
S,Small Business and Entrepreneurship,S. 416
S,Small Business and Entrepreneurship,S. 154
S,Small Business and Entrepreneurship,S. 121
S,Small Business and Entrepreneurship,S.Res. 32
S,Veterans' Affairs,H.R. 974
S,Veterans' Affairs,H.R. 609
S,Veterans' Affairs,H.R. 27
S,Veterans' Affairs,H.R. 512
S,Veterans' Affairs,H.R. 28
S,Veterans' Affairs,S. 12
S,Veterans' Affairs,S. 57
S,Veterans' Affairs,S. 324
S,Veterans' Affairs,S. 493
S,Veterans' Affairs,S. 514
S,Veterans' Affairs,S. 410
S,Veterans' Affairs,S. 473
S,Veterans' Affairs,S. 423
S,Veterans' Affairs,S. 336
S,Veterans' Affairs,S. 115
S,Veterans' Affairs,S. 112
S,Veterans' Affairs,S. 114
S,Veterans' Affairs,S. 113
S,Veterans' Affairs,S. 86
S,Veterans' Affairs,S. 75
S,Veterans' Affairs,S. 426
S,Veterans' Affairs,S. 422
S,Veterans' Affairs,S. 315
S,Veterans' Affairs,S. 319
S,Veterans' Affairs,S. 233
S,Veterans' Affairs,S.Res. 24
S,Veterans' Affairs,S. 242
S,Veterans' Affairs,S. 283
S,Veterans' Affairs,S. 369
S,Veterans' Affairs,S. 111
S,Veterans' Affairs,S. 23
S,Veterans' Affairs,S. 24
S,Veterans' Affairs,S. 152
H,Agriculture,H.R. 1029
H,Agriculture,H.R. 953
H,Agriculture,H.R. 238
H,Agriculture,H.R. 825
H,Agriculture,H.R. 382
H,Agriculture,H.R. 1238
H,Agriculture,H.R. 232
H,Agriculture,H.R. 928
H,Agriculture,H.R. 23
H,Agriculture,H.R. 831
H,Agriculture,H.R. 904
H,Agriculture,H.R. 113
H,Agriculture,H.R. 622
H,Agriculture,H.R. 995
H,Agriculture,H.R. 961
H,Agriculture,H.R. 962
H,Agriculture,H.R. 159
H,Agriculture,H.R. 1357
H,Agriculture,H.R. 1330
H,Agriculture,H.R. 1106
H,Agriculture,H.R. 800
H,Agriculture,H.Res. 170
H,Agriculture,H.R. 1177
H,Agriculture,H.R. 1276
H,Agriculture,H.R. 344
H,Agriculture,H.R. 865
H,Agriculture,H.R. 525
H,Agriculture,H.R. 861
H,Agriculture,H.R. 442
H,Agriculture,H.R. 637
H,Agriculture,H.R. 289
H,Agriculture,H.R. 1054
H,Agriculture,H.R. 51
H,Agriculture,H.R. 1163
H,Agriculture,H.R. 1141
H,Agriculture,H.R. 1078
H,Agriculture,H.R. 1189
H,Agriculture,H.R. 594
H,Agriculture,H.R. 581
H,Agriculture,H.R. 207
H,Agriculture,H.R. 316
H,Agriculture,H.R. 958
H,Agriculture,H.R. 572
H,Agriculture,H.R. 1084
H,Agriculture,H.R. 909
H,Agriculture,H.R. 574
H,Agriculture,H.R. 22
H,Appropriations,H.R. 1301
H,Appropriations,H.R. 121
H,Appropriations,H.R. 85
H,Appropriations,H.R. 87
H,Appropriations,H.R. 86
H,Appropriations,H.R. 966
H,Appropriations,H.R. 379
H,Appropriations,H.R. 753
H,Appropriations,H.R. 370
H,Appropriations,H.R. 352
H,Appropriations,H.R. 175
H,Appropriations,H.R. 277
H,Armed Services,H.R. 393
H,Armed Services,H.Con.Res. 30
H,Armed Services,H.Con.Res. 19
H,Armed Services,H.R. 1103
H,Armed Services,H.R. 989
H,Armed Services,H.R. 406
H,Armed Services,H.R. 379
H,Armed Services,H.R. 1054
H,Armed Services,H.R. 877
H,Armed Services,H.R. 1182
H,Armed Services,H.R. 60
H,Armed Services,H.R. 753
H,Armed Services,H.R. 1279
H,Armed Services,H.Res. 92
H,Armed Services,H.R. 1239
H,Armed Services,H.R. 1248
H,Armed Services,H.R. 963
H,Armed Services,H.R. 846
H,Armed Services,H.R. 936
H,Armed Services,H.R. 941
H,Armed Services,H.R. 886
H,Armed Services,H.R. 1185
H,Armed Services,H.R. 793
H,Armed Services,H.R. 804
H,Armed Services,H.R. 773
H,Armed Services,H.R. 403
H,Armed Services,H.R. 279
H,Armed Services,H.R. 569
H,Armed Services,H.R. 1243
H,Armed Services,H.R. 1316
H,Armed Services,H.R. 1078
H,Armed Services,H.R. 1202
H,Armed Services,H.R. 1049
H,Armed Services,H.R. 1359
H,Armed Services,H.R. 303
H,Armed Services,H.R. 1326
H,Armed Services,H.R. 1300
H,Armed Services,H.R. 703
H,Armed Services,H.Res. 46
H,Armed Services,H.R. 1168
H,Armed Services,H.R. 1147
H,Armed Services,H.R. 1251
H,Armed Services,H.R. 664
H,Armed Services,H.R. 834
H,Armed Services,H.Res. 129
H,Armed Services,H.R. 923
H,Armed Services,H.R. 487
H,Armed Services,H.R. 333
H,Armed Services,H.R. 450
H,Armed Services,H.R. 412
H,Armed Services,H.Res. 140
H,Armed Services,H.R. 295
H,Armed Services,H.R. 171
H,Armed Services,H.R. 1064
H,Armed Services,H.Res. 21
H,Armed Services,H.R. 426
H,Armed Services,H.R. 691
H,Armed Services,H.R. 856
H,Armed Services,H.R. 124
H,Armed Services,H.R. 751
H,Armed Services,H.Res. 134
H,Armed Services,H.R. 22
H,Armed Services,H.Res. 38
H,the Budget,H.R. 26
H,the Budget,H.R. 1301
H,the Budget,H.R. 121
H,the Budget,H.R. 1065
H,the Budget,H.R. 1024
H,the Budget,H.R. 966
H,the Budget,H.R. 50
H,the Budget,H.R. 275
H,the Budget,H.R. 949
H,the Budget,H.R. 536
H,the Budget,H.R. 235
H,the Budget,H.R. 507
H,the Budget,H.R. 761
H,the Budget,H.R. 292
H,the Budget,H.R. 818
H,the Budget,H.R. 1113
H,the Budget,H.R. 916
H,the Budget,H.R. 850
H,the Budget,H.R. 370
H,the Budget,H.R. 297
H,the Budget,H.R. 277
H,Education and the Workforce,H.J.Res. 83
H,Education and the Workforce,H.J.Res. 67
H,Education and the Workforce,H.J.Res. 66
H,Education and the Workforce,H.J.Res. 57
H,Education and the Workforce,H.J.Res. 58
H,Education and the Workforce,H.R. 986
H,Education and the Workforce,H.R. 1169
H,Education and the Workforce,H.R. 1123
H,Education and the Workforce,H.R. 338
H,Education and the Workforce,H.Con.Res. 29
H,Education and the Workforce,H.R. 1241
H,Education and the Workforce,H.R. 949
H,Education and the Workforce,H.R. 1283
H,Education and the Workforce,H.R. 1060
H,Education and the Workforce,H.R. 952
H,Education and the Workforce,H.R. 52
H,Education and the Workforce,H.R. 1303
H,Education and the Workforce,H.R. 1352
H,Education and the Workforce,H.R. 1124
H,Education and the Workforce,H.R. 1193
H,Education and the Workforce,H.R. 1332
H,Education and the Workforce,H.R. 1289
H,Education and the Workforce,H.R. 1286
H,Education and the Workforce,H.R. 1288
H,Education and the Workforce,H.R. 899
H,Education and the Workforce,H.R. 926
H,Education and the Workforce,H.R. 813
H,Education and the Workforce,H.R. 280
H,Education and the Workforce,H.R. 414
H,Education and the Workforce,H.R. 884
H,Education and the Workforce,H.R. 357
H,Education and the Workforce,H.R. 254
H,Education and the Workforce,H.R. 156
H,Education and the Workforce,H.R. 1128
H,Education and the Workforce,H.R. 1120
H,Education and the Workforce,H.R. 1239
H,Education and the Workforce,H.Res. 168
H,Education and the Workforce,H.Res. 77
H,Education and the Workforce,H.R. 355
H,Education and the Workforce,H.R. 343
H,Education and the Workforce,H.R. 44
H,Education and the Workforce,H.R. 160
H,Education and the Workforce,H.R. 1114
H,Education and the Workforce,H.R. 1121
H,Education and the Workforce,H.R. 1000
H,Education and the Workforce,H.Res. 162
H,Education and the Workforce,H.R. 746
H,Education and the Workforce,H.R. 1313
H,Education and the Workforce,H.R. 1304
H,Education and the Workforce,H.R. 1275
H,Education and the Workforce,H.R. 370
H,Education and the Workforce,H.R. 1101
H,Education and the Workforce,H.R. 1270
H,Education and the Workforce,H.R. 1042
H,Education and the Workforce,H.R. 987
H,Education and the Workforce,H.R. 785
H,Education and the Workforce,H.R. 743
H,Education and the Workforce,H.R. 737
H,Education and the Workforce,H.R. 610
H,Education and the Workforce,H.R. 854
H,Education and the Workforce,H.R. 1300
H,Education and the Workforce,H.R. 552
H,Education and the Workforce,H.R. 1180
H,Education and the Workforce,H.R. 1070
H,Education and the Workforce,H.R. 799
H,Education and the Workforce,H.R. 1079
H,Education and the Workforce,H.R. 1050
H,Education and the Workforce,H.R. 977
H,Education and the Workforce,H.R. 935
H,Education and the Workforce,H.R. 914
H,Education and the Workforce,H.R. 744
H,Education and the Workforce,H.R. 693
H,Education and the Workforce,H.R. 663
H,Education and the Workforce,H.R. 647
H,Education and the Workforce,H.R. 651
H,Education and the Workforce,H.R. 719
H,Education and the Workforce,H.R. 1072
H,Education and the Workforce,H.R. 176
H,Education and the Workforce,H.R. 164
H,Education and the Workforce,H.R. 972
H,Education and the Workforce,H.Res. 66
H,Education and the Workforce,H.R. 483
H,Education and the Workforce,H.R. 416
H,Education and the Workforce,H.R. 413
H,Education and the Workforce,H.R. 415
H,Education and the Workforce,H.Res. 19
H,Education and the Workforce,H.R. 323
H,Education and the Workforce,H.R. 203
H,Education and the Workforce,H.R. 155
H,Education and the Workforce,H.R. 56
H,Education and the Workforce,H.R. 122
H,Education and the Workforce,H.R. 186
H,Education and the Workforce,H.R. 895
H,Education and the Workforce,H.R. 997
H,Education and the Workforce,H.R. 1084
H,Education and the Workforce,H.R. 1127
H,Education and the Workforce,H.R. 167
H,Education and the Workforce,H.R. 991
H,Education and the Workforce,H.R. 933
H,Education and the Workforce,H.R. 716
H,Energy and Commerce,H.R. 460
H,Energy and Commerce,H.R. 511
H,Energy and Commerce,H.R. 304
H,Energy and Commerce,H.R. 315
H,Energy and Commerce,H.R. 309
H,Energy and Commerce,H.R. 423
H,Energy and Commerce,H.R. 587
H,Energy and Commerce,H.R. 518
H,Energy and Commerce,H.R. 7
H,Energy and Commerce,H.R. 588
H,Energy and Commerce,H.R. 306
H,Energy and Commerce,H.R. 555
H,Energy and Commerce,H.R. 590
H,Energy and Commerce,H.R. 582
H,Energy and Commerce,H.R. 288
H,Energy and Commerce,H.R. 302
H,Energy and Commerce,H.R. 1215
H,Energy and Commerce,H.R. 1029
H,Energy and Commerce,H.R. 599
H,Energy and Commerce,H.R. 290
H,Energy and Commerce,H.J.Res. 43
H,Energy and Commerce,H.R. 820
H,Energy and Commerce,H.R. 994
H,Energy and Commerce,H.R. 806
H,Energy and Commerce,H.R. 772
H,Energy and Commerce,H.R. 627
H,Energy and Commerce,H.R. 1238
H,Energy and Commerce,H.R. 928
H,Energy and Commerce,H.R. 756
H,Energy and Commerce,H.R. 1119
H,Energy and Commerce,H.R. 656
H,Energy and Commerce,H.R. 354
H,Energy and Commerce,H.R. 338
H,Energy and Commerce,H.R. 904
H,Energy and Commerce,H.R. 686
H,Energy and Commerce,H.R. 1046
H,Energy and Commerce,H.R. 951
H,Energy and Commerce,H.R. 447
H,Energy and Commerce,H.R. 446
H,Energy and Commerce,H.R. 931
H,Energy and Commerce,H.R. 816
H,Energy and Commerce,H.R. 474
H,Energy and Commerce,H.R. 113
H,Energy and Commerce,H.R. 444
H,Energy and Commerce,H.R. 1311
H,Energy and Commerce,H.R. 959
H,Energy and Commerce,H.R. 1315
H,Energy and Commerce,H.R. 1223
H,Energy and Commerce,H.R. 545
H,Energy and Commerce,H.R. 453
H,Energy and Commerce,H.R. 49
H,Energy and Commerce,H.R. 1318
H,Energy and Commerce,H.R. 1109
H,Energy and Commerce,H.R. 694
H,Energy and Commerce,H.R. 800
H,Energy and Commerce,H.R. 458
H,Energy and Commerce,H.R. 807
H,Energy and Commerce,H.R. 1310
H,Energy and Commerce,H.R. 1255
H,Energy and Commerce,H.R. 1253
H,Energy and Commerce,H.R. 1139
H,Energy and Commerce,H.R. 235
H,Energy and Commerce,H.R. 1148
H,Energy and Commerce,H.R. 246
H,Energy and Commerce,H.R. 878
H,Energy and Commerce,H.R. 1338
H,Energy and Commerce,H.R. 1314
H,Energy and Commerce,H.R. 938
H,Energy and Commerce,H.R. 705
H,Energy and Commerce,H.R. 1284
H,Energy and Commerce,H.R. 1227
H,Energy and Commerce,H.R. 564
H,Energy and Commerce,H.R. 778
H,Energy and Commerce,H.R. 1319
H,Energy and Commerce,H.R. 1320
H,Energy and Commerce,H.R. 1323
H,Energy and Commerce,H.R. 1325
H,Energy and Commerce,H.R. 1336
H,Energy and Commerce,H.R. 1355
H,Energy and Commerce,H.R. 1333
H,Energy and Commerce,H.R. 1271
H,Energy and Commerce,H.R. 1277
H,Energy and Commerce,H.R. 1166
H,Energy and Commerce,H.R. 1151
H,Energy and Commerce,H.R. 1092
H,Energy and Commerce,H.R. 861
H,Energy and Commerce,H.R. 829
H,Energy and Commerce,H.R. 797
H,Energy and Commerce,H.R. 726
H,Energy and Commerce,H.R. 727
H,Energy and Commerce,H.R. 628
H,Energy and Commerce,H.R. 583
H,Energy and Commerce,H.R. 433
H,Energy and Commerce,H.R. 259
H,Energy and Commerce,H.R. 982
H,Energy and Commerce,H.R. 1307
H,Energy and Commerce,H.R. 1324
H,Energy and Commerce,H.R. 1322
H,Energy and Commerce,H.R. 1348
H,Energy and Commerce,H.R. 1335
H,Financial Services,H.J.Res. 41
H,Financial Services,H.R. 238
H,Financial Services,H.R. 79
H,Financial Services,H.R. 1153
H,Financial Services,H.R. 78
H,Financial Services,H.R. 477
H,Financial Services,H.R. 1116
H,Financial Services,H.R. 754
H,Financial Services,H.R. 1219
H,Financial Services,H.R. 385
H,Financial Services,H.R. 904
H,Financial Services,H.R. 830
H,Financial Services,H.R. 579
H,Financial Services,H.R. 910
H,Financial Services,H.R. 1343
H,Financial Services,H.R. 1360
H,Financial Services,H.R. 882
H,Financial Services,H.R. 435
H,Financial Services,H.R. 1244
H,Financial Services,H.R. 898
H,Financial Services,H.R. 1312
H,Financial Services,H.R. 1264
H,Financial Services,H.R. 389
H,Financial Services,H.R. 1299
H,Financial Services,H.R. 1321
H,Financial Services,H.R. 1345
H,Financial Services,H.R. 1142
H,Financial Services,H.R. 1260
H,Financial Services,H.R. 1257
H,Financial Services,H.R. 1018
H,Financial Services,H.R. 924
H,Financial Services,H.R. 970
H,Financial Services,H.R. 791
H,Financial Services,H.R. 209
H,Financial Services,H.R. 485
H,Financial Services,H.R. 1235
H,Financial Services,H.R. 770
H,Financial Services,H.R. 525
H,Financial Services,H.R. 704
H,Financial Services,H.R. 482
H,Financial Services,H.R. 442
H,Financial Services,H.R. 967
H,Financial Services,H.R. 864
H,Financial Services,H.R. 851
H,Financial Services,H.R. 790
H,Financial Services,H.R. 812
H,Financial Services,H.R. 667
H,Financial Services,H.R. 1146
H,Financial Services,H.R. 915
H,Financial Services,H.R. 1124
H,Financial Services,H.R. 530
H,Financial Services,H.R. 1031
H,Financial Services,H.R. 400
H,Financial Services,H.R. 595
H,Financial Services,H.R. 1225
H,Financial Services,H.R. 879
H,Financial Services,H.R. 343
H,Financial Services,H.R. 614
H,Financial Services,H.R. 594
H,Financial Services,H.R. 585
H,Financial Services,H.R. 515
H,Financial Services,H.R. 517
H,Financial Services,H.R. 493
H,Financial Services,H.R. 491
H,Financial Services,H.R. 492
H,Financial Services,H.R. 402
H,Financial Services,H.R. 859
H,Financial Services,H.R. 376
H,Financial Services,H.R. 298
H,Financial Services,H.R. 318
H,Financial Services,H.R. 317
H,Financial Services,H.R. 123
H,Financial Services,H.R. 149
H,Financial Services,H.R. 125
H,Financial Services,H.R. 808
H,Financial Services,H.R. 572
H,Financial Services,H.R. 1270
H,Financial Services,H.R. 1080
H,Financial Services,H.R. 948
H,Financial Services,H.R. 764
H,Financial Services,H.R. 972
H,Financial Services,H.R. 252
H,Financial Services,H.R. 1084
H,Financial Services,H.R. 1127
H,Financial Services,H.R. 547
H,Financial Services,H.R. 554
H,Financial Services,H.R. 202
H,Financial Services,H.R. 201
H,Financial Services,H.Res. 165
H,Financial Services,H.R. 574
H,Financial Services,H.J.Res. 73
H,Financial Services,H.J.Res. 62
H,Foreign Affairs,H.R. 601
H,Foreign Affairs,H.R. 600
H,Foreign Affairs,H.Res. 11
H,Foreign Affairs,H.Con.Res. 20
H,Foreign Affairs,H.Con.Res. 2
H,Foreign Affairs,H.R. 1196
H,Foreign Affairs,H.R. 430
H,Foreign Affairs,H.Res. 58
H,Foreign Affairs,H.R. 479
H,Foreign Affairs,H.R. 436
H,Foreign Affairs,H.R. 425
H,Foreign Affairs,H.R. 830
H,Foreign Affairs,H.R. 608
H,Foreign Affairs,H.R. 257
H,Foreign Affairs,H.Res. 88
H,Foreign Affairs,H.Res. 27
H,Foreign Affairs,H.R. 391
H,Foreign Affairs,H.R. 769
H,Foreign Affairs,H.R. 672
H,Foreign Affairs,H.Res. 153
H,Foreign Affairs,H.Res. 145
H,Foreign Affairs,H.Res. 54
H,Foreign Affairs,H.R. 1191
H,Foreign Affairs,H.Con.Res. 15
H,Foreign Affairs,H.Con.Res. 4
H,Foreign Affairs,H.R. 566
H,Foreign Affairs,H.R. 332
H,Foreign Affairs,H.R. 545
H,Foreign Affairs,H.R. 495
H,Foreign Affairs,H.R. 903
H,Foreign Affairs,H.R. 390
H,Foreign Affairs,H.R. 534
H,Foreign Affairs,H.Res. 158
H,Foreign Affairs,H.Res. 104
H,Foreign Affairs,H.Res. 89
H,Foreign Affairs,H.Res. 85
H,Foreign Affairs,H.Res. 78
H,Foreign Affairs,H.Res. 68
H,Foreign Affairs,H.Res. 49
H,Foreign Affairs,H.Res. 23
H,Foreign Affairs,H.Res. 17
H,Foreign Affairs,H.Res. 18
H,Foreign Affairs,H.R. 789
H,Foreign Affairs,H.R. 373
H,Foreign Affairs,H.R. 264
H,Foreign Affairs,H.R. 263
H,Foreign Affairs,H.R. 1221
H,Foreign Affairs,H.R. 1299
H,Foreign Affairs,H.R. 1327
H,Foreign Affairs,H.R. 1295
H,Foreign Affairs,H.R. 802
H,Foreign Affairs,H.R. 671
H,Foreign Affairs,H.R. 311
H,Foreign Affairs,H.R. 249
H,Foreign Affairs,H.R. 265
H,Foreign Affairs,H.R. 570
H,Foreign Affairs,H.R. 157
H,Foreign Affairs,H.R. 162
H,Foreign Affairs,H.R. 535
H,Foreign Affairs,H.R. 525
H,Foreign Affairs,H.R. 466
H,Foreign Affairs,H.R. 351
H,Foreign Affairs,H.R. 463
H,Foreign Affairs,H.R. 379
H,Foreign Affairs,H.R. 442
H,Foreign Affairs,H.R. 1059
H,Foreign Affairs,H.R. 356
H,Foreign Affairs,H.R. 258
H,Foreign Affairs,H.R. 1137
H,Foreign Affairs,H.R. 1182
H,Foreign Affairs,H.R. 669
H,Foreign Affairs,H.R. 1075
H,Foreign Affairs,H.R. 920
H,Foreign Affairs,H.R. 921
H,Foreign Affairs,H.R. 837
H,Foreign Affairs,H.R. 722
H,Foreign Affairs,H.R. 724
H,Foreign Affairs,H.R. 735
H,Foreign Affairs,H.R. 530
H,Foreign Affairs,H.R. 1226
H,Foreign Affairs,H.Res. 92
H,Foreign Affairs,H.R. 1248
H,Foreign Affairs,H.R. 82
H,Foreign Affairs,H.R. 673
H,Foreign Affairs,H.R. 793
H,Foreign Affairs,H.R. 804
H,Foreign Affairs,H.Con.Res. 21
H,Foreign Affairs,H.R. 1229
H,Foreign Affairs,H.R. 1230
H,Foreign Affairs,H.R. 1164
H,Foreign Affairs,H.R. 917
H,Foreign Affairs,H.R. 779
H,Foreign Affairs,H.R. 733
H,Foreign Affairs,H.R. 478
H,Foreign Affairs,H.R. 580
H,Foreign Affairs,H.R. 120
H,Foreign Affairs,H.R. 193
H,Foreign Affairs,H.R. 327
H,Foreign Affairs,H.R. 48
H,Foreign Affairs,H.R. 808
H,Homeland Security,H.R. 526
H,Homeland Security,H.R. 347
H,Homeland Security,H.R. 665
H,Homeland Security,H.R. 687
H,Homeland Security,H.R. 58
H,Homeland Security,H.R. 612
H,Homeland Security,H.R. 690
H,Homeland Security,H.R. 697
H,Homeland Security,H.R. 366
H,Homeland Security,H.R. 505
H,Homeland Security,H.R. 584
H,Homeland Security,H.R. 549
H,Homeland Security,H.R. 678
H,Homeland Security,H.R. 240
H,Homeland Security,H.R. 655
H,Homeland Security,H.R. 437
H,Homeland Security,H.R. 642
H,Homeland Security,H.R. 666
H,Homeland Security,H.R. 677
H,Homeland Security,H.R. 239
H,Homeland Security,H.R. 1238
H,Homeland Security,H.R. 1196
H,Homeland Security,H.R. 876
H,Homeland Security,H.R. 1250
H,Homeland Security,H.R. 904
H,Homeland Security,H.R. 1302
H,Homeland Security,H.R. 1309
H,Homeland Security,H.R. 1347
H,Homeland Security,H.R. 1353
H,Homeland Security,H.R. 625
H,Homeland Security,H.R. 1351
H,Homeland Security,H.R. 1294
H,Homeland Security,H.R. 1282
H,Homeland Security,H.R. 1252
H,Homeland Security,H.R. 1249
H,Homeland Security,H.R. 1258
H,Homeland Security,H.R. 1344
H,Homeland Security,H.R. 1297
H,Homeland Security,H.R. 950
H,Homeland Security,H.R. 940
H,Homeland Security,H.R. 739
H,Homeland Security,H.R. 96
H,Homeland Security,H.R. 54
H,Homeland Security,H.R. 550
H,Homeland Security,H.R. 1125
H,Homeland Security,H.R. 1075
H,Homeland Security,H.R. 920
H,Homeland Security,H.R. 837
H,Homeland Security,H.R. 722
H,Homeland Security,H.R. 724
H,Homeland Security,H.R. 735
H,Homeland Security,H.R. 945
H,Homeland Security,H.R. 454
H,Homeland Security,H.R. 248
H,Homeland Security,H.R. 278
H,Homeland Security,H.R. 1006
H,Homeland Security,H.R. 59
H,Homeland Security,H.R. 935
H,Homeland Security,H.R. 923
H,Homeland Security,H.R. 554
H,Homeland Security,H.R. 22
H,Homeland Security,H.Res. 13
H,House Administration,H.Con.Res. 18
H,House Administration,H.R. 195
H,House Administration,H.R. 133
H,House Administration,H.R. 634
H,House Administration,H.Res. 82
H,House Administration,H.Res. 126
H,House Administration,H.Res. 125
H,House Administration,H.Res. 114
H,House Administration,H.Res. 119
H,House Administration,H.Res. 117
H,House Administration,H.Res. 122
H,House Administration,H.Res. 115
H,House Administration,H.Res. 112
H,House Administration,H.Res. 107
H,House Administration,H.Res. 101
H,House Administration,H.Res. 103
H,House Administration,H.Res. 96
H,House Administration,H.Res. 97
H,House Administration,H.Res. 106
H,House Administration,H.Res. 93
H,House Administration,H.Res. 86
H,House Administration,H.Res. 83
H,House Administration,H.Res. 81
H,House Administration,H.Res. 80
H,House Administration,H.Res. 76
H,House Administration,H.Res. 73
H,House Administration,H.Res. 62
H,House Administration,H.Con.Res. 8
H,House Administration,H.Con.Res. 7
H,House Administration,H.R. 1217
H,House Administration,H.Con.Res. 15
H,House Administration,H.R. 1341
H,House Administration,H.R. 536
H,House Administration,H.R. 528
H,House Administration,H.R. 1054
H,House Administration,H.R. 1228
H,House Administration,H.R. 842
H,House Administration,H.R. 667
H,House Administration,H.R. 1094
H,House Administration,H.R. 646
H,House Administration,H.R. 839
H,House Administration,H.R. 794
H,House Administration,H.R. 568
H,House Administration,H.R. 97
H,House Administration,H.R. 429
H,House Administration,H.R. 291
H,House Administration,H.R. 342
H,House Administration,H.R. 868
H,House Administration,H.R. 869
H,House Administration,H.R. 1022
H,House Administration,H.R. 593
H,House Administration,H.R. 796
H,House Administration,H.R. 145
H,House Administration,H.Res. 50
H,House Administration,H.R. 370
H,House Administration,H.R. 668
H,House Administration,H.R. 893
H,House Administration,H.R. 1270
H,House Administration,H.R. 537
H,House Administration,H.R. 1044
H,House Administration,H.R. 946
H,House Administration,H.R. 944
H,House Administration,H.R. 838
