house_or_senate,sector_name,bill_id
H,House Administration,H.R. 787
H,House Administration,H.R. 1134
H,House Administration,H.R. 658
H,House Administration,H.R. 652
H,House Administration,H.R. 607
H,House Administration,H.R. 571
H,House Administration,H.R. 384
H,House Administration,H.R. 322
H,House Administration,H.R. 320
H,House Administration,H.R. 319
H,House Administration,H.R. 126
H,House Administration,H.R. 20
H,House Administration,H.R. 307
H,House Administration,H.R. 499
H,House Administration,H.R. 352
H,House Administration,H.R. 397
H,House Administration,H.R. 175
H,House Administration,H.R. 277
H,House Administration,H.J.Res. 79
H,House Administration,H.J.Res. 80
H,House Administration,H.J.Res. 78
H,Intelligence,H.R. 608
H,Intelligence,H.Res. 153
H,Intelligence,H.Res. 17
H,Intelligence,H.Res. 18
H,Intelligence,H.R. 1030
H,Intelligence,H.R. 1062
H,Intelligence,H.R. 258
H,Intelligence,H.R. 1182
H,Intelligence,H.R. 1075
H,Intelligence,H.R. 722
H,Intelligence,H.R. 724
H,Intelligence,H.R. 735
H,Intelligence,H.R. 1248
H,Intelligence,H.R. 793
H,Intelligence,H.R. 804
H,Intelligence,H.R. 955
H,Intelligence,H.R. 330
H,Intelligence,H.R. 808
H,Intelligence,H.R. 923
H,Intelligence,H.R. 487
H,Intelligence,H.Res. 140
H,the Judiciary,H.R. 304
H,the Judiciary,H.R. 7
H,the Judiciary,H.R. 26
H,the Judiciary,H.R. 1033
H,the Judiciary,H.R. 387
H,the Judiciary,H.R. 21
H,the Judiciary,H.R. 1215
H,the Judiciary,H.J.Res. 40
H,the Judiciary,H.R. 339
H,the Judiciary,H.R. 5
H,the Judiciary,H.R. 998
H,the Judiciary,H.R. 1009
H,the Judiciary,H.R. 906
H,the Judiciary,H.R. 725
H,the Judiciary,S. 305
H,the Judiciary,H.Res. 111
H,the Judiciary,H.R. 372
H,the Judiciary,H.R. 720
H,the Judiciary,H.Con.Res. 13
H,the Judiciary,H.R. 620
H,the Judiciary,H.R. 1196
H,the Judiciary,H.R. 732
H,the Judiciary,H.R. 522
H,the Judiciary,H.R. 45
H,the Judiciary,H.R. 33
H,the Judiciary,H.R. 510
H,the Judiciary,H.Res. 16
H,the Judiciary,H.R. 788
H,the Judiciary,H.R. 830
H,the Judiciary,H.R. 1096
H,the Judiciary,H.R. 659
H,the Judiciary,H.R. 469
H,the Judiciary,H.R. 391
H,the Judiciary,H.R. 75
H,the Judiciary,H.R. 77
H,the Judiciary,H.R. 74
H,the Judiciary,H.R. 76
H,the Judiciary,H.R. 36
H,the Judiciary,H.R. 544
H,the Judiciary,H.Con.Res. 25
H,the Judiciary,H.Con.Res. 17
H,the Judiciary,H.Con.Res. 4
H,the Judiciary,H.Con.Res. 3
H,the Judiciary,H.R. 68
H,the Judiciary,H.R. 887
H,the Judiciary,H.R. 495
H,the Judiciary,H.R. 50
H,the Judiciary,H.R. 377
H,the Judiciary,H.Res. 120
H,the Judiciary,H.R. 1061
H,the Judiciary,H.R. 949
H,the Judiciary,H.R. 390
H,the Judiciary,H.R. 1292
H,the Judiciary,H.R. 976
H,the Judiciary,H.R. 843
H,the Judiciary,H.R. 613
H,the Judiciary,H.R. 878
H,the Judiciary,H.R. 1227
H,the Judiciary,H.R. 367
H,the Judiciary,H.R. 379
H,the Judiciary,H.R. 1062
H,the Judiciary,H.R. 1334
H,the Judiciary,H.R. 1342
H,the Judiciary,H.Res. 143
H,the Judiciary,H.Res. 144
H,the Judiciary,H.Res. 105
H,the Judiciary,H.Res. 102
H,the Judiciary,H.Res. 94
H,the Judiciary,H.R. 1170
H,the Judiciary,H.R. 1067
H,the Judiciary,H.R. 1303
H,the Judiciary,H.R. 1059
H,the Judiciary,H.R. 844
H,the Judiciary,H.R. 392
H,the Judiciary,H.R. 639
H,the Judiciary,H.R. 486
H,the Judiciary,H.R. 490
H,the Judiciary,H.R. 361
H,the Judiciary,H.R. 250
H,the Judiciary,H.R. 114
H,the Judiciary,H.R. 115
H,the Judiciary,H.R. 1125
H,the Judiciary,H.R. 1278
H,the Judiciary,H.R. 1263
H,the Judiciary,H.R. 1237
H,the Judiciary,H.R. 1236
H,the Judiciary,H.R. 985
H,the Judiciary,H.R. 1140
H,the Judiciary,H.R. 1076
H,the Judiciary,H.R. 1075
H,the Judiciary,H.R. 1014
H,the Judiciary,H.R. 920
H,the Judiciary,H.R. 921
H,the Judiciary,H.R. 858
H,the Judiciary,H.R. 832
H,the Judiciary,H.R. 837
H,the Judiciary,H.R. 810
H,the Judiciary,H.R. 722
H,the Judiciary,H.R. 724
H,the Judiciary,H.R. 735
H,Natural Resources,H.R. 689
H,Natural Resources,H.R. 494
H,Natural Resources,H.R. 558
H,Natural Resources,H.R. 381
H,Natural Resources,H.R. 688
H,Natural Resources,H.R. 660
H,Natural Resources,H.R. 835
H,Natural Resources,H.R. 362
H,Natural Resources,H.R. 228
H,Natural Resources,H.R. 699
H,Natural Resources,H.R. 374
H,Natural Resources,H.R. 1026
H,Natural Resources,H.R. 863
H,Natural Resources,H.J.Res. 69
H,Natural Resources,H.J.Res. 38
H,Natural Resources,H.J.Res. 44
H,Natural Resources,H.J.Res. 36
H,Natural Resources,H.R. 339
H,Natural Resources,H.R. 538
H,Natural Resources,H.J.Res. 3
H,Natural Resources,H.R. 698
H,Natural Resources,H.R. 618
H,Natural Resources,H.R. 46
H,Natural Resources,H.R. 1135
H,Natural Resources,H.R. 267
H,Natural Resources,H.R. 994
H,Natural Resources,H.R. 88
H,Natural Resources,H.R. 337
H,Natural Resources,H.R. 560
H,Natural Resources,H.R. 954
H,Natural Resources,H.R. 825
H,Natural Resources,H.R. 520
H,Natural Resources,H.Res. 110
H,Natural Resources,H.R. 1073
H,Natural Resources,H.R. 199
H,Natural Resources,H.R. 965
H,Natural Resources,H.R. 801
H,Natural Resources,H.R. 428
H,Natural Resources,H.R. 243
H,Natural Resources,H.R. 1281
H,Natural Resources,H.R. 210
H,Natural Resources,H.R. 232
H,Natural Resources,H.R. 200
H,Natural Resources,H.R. 132
H,Natural Resources,H.R. 928
H,Natural Resources,H.R. 23
H,Natural Resources,H.R. 179
H,Natural Resources,H.R. 424
H,Natural Resources,H.R. 943
H,Natural Resources,H.R. 984
H,Natural Resources,H.R. 873
H,Natural Resources,H.R. 227
H,Natural Resources,H.R. 497
H,Natural Resources,H.R. 904
H,Natural Resources,H.R. 1002
H,Natural Resources,H.R. 788
H,Natural Resources,H.R. 1274
H,Natural Resources,H.R. 1273
H,Natural Resources,H.R. 622
H,Natural Resources,H.R. 1107
H,Natural Resources,H.R. 513
H,Natural Resources,H.R. 401
H,Natural Resources,H.R. 1088
H,Natural Resources,H.R. 1085
H,Natural Resources,H.R. 169
H,Natural Resources,H.R. 1306
H,Natural Resources,H.R. 1308
H,Natural Resources,H.R. 1285
H,Natural Resources,H.R. 995
H,Natural Resources,H.R. 900
H,Natural Resources,H.R. 961
H,Natural Resources,H.R. 962
H,Natural Resources,H.R. 827
H,Natural Resources,H.R. 731
H,Natural Resources,H.R. 310
H,Natural Resources,H.R. 159
H,Natural Resources,H.R. 1349
H,Natural Resources,H.R. 1357
H,Natural Resources,H.R. 1330
H,Natural Resources,H.R. 1269
H,Natural Resources,H.R. 1247
H,Natural Resources,H.R. 1195
H,Natural Resources,H.R. 1106
H,Natural Resources,H.R. 875
H,Natural Resources,H.R. 847
H,Natural Resources,H.R. 857
H,Natural Resources,H.R. 763
H,Natural Resources,H.R. 648
H,Natural Resources,H.R. 597
H,Natural Resources,H.R. 348
H,Natural Resources,H.R. 260
H,Natural Resources,H.R. 226
H,Natural Resources,H.R. 220
H,Natural Resources,H.R. 225
H,Natural Resources,H.R. 224
H,Natural Resources,H.R. 222
H,Natural Resources,H.R. 221
H,Natural Resources,H.R. 212
H,Natural Resources,H.R. 502
H,Natural Resources,H.R. 49
H,Oversight and Government Reform,H.R. 624
H,Oversight and Government Reform,H.R. 657
H,Oversight and Government Reform,H.R. 72
H,Oversight and Government Reform,H.R. 702
H,Oversight and Government Reform,H.R. 274
H,Oversight and Government Reform,H.R. 1003
H,Oversight and Government Reform,H.J.Res. 27
H,Oversight and Government Reform,H.J.Res. 37
H,Oversight and Government Reform,H.R. 70
H,Oversight and Government Reform,H.R. 1004
H,Oversight and Government Reform,H.R. 679
H,Oversight and Government Reform,H.R. 5
H,Oversight and Government Reform,H.R. 69
H,Oversight and Government Reform,H.R. 71
H,Oversight and Government Reform,H.R. 998
H,Oversight and Government Reform,H.R. 1009
H,Oversight and Government Reform,H.R. 195
H,Oversight and Government Reform,H.R. 194
H,Oversight and Government Reform,H.R. 39
H,Oversight and Government Reform,H.R. 73
H,Oversight and Government Reform,H.R. 760
H,Oversight and Government Reform,H.R. 1242
H,Oversight and Government Reform,H.R. 24
H,Oversight and Government Reform,H.R. 756
H,Oversight and Government Reform,H.R. 638
H,Oversight and Government Reform,H.R. 336
H,Oversight and Government Reform,H.R. 653
H,Oversight and Government Reform,H.R. 1293
H,Oversight and Government Reform,H.R. 745
H,Oversight and Government Reform,H.R. 680
H,Oversight and Government Reform,H.R. 404
H,Oversight and Government Reform,H.R. 378
H,Oversight and Government Reform,H.R. 904
H,Oversight and Government Reform,H.R. 1065
H,Oversight and Government Reform,H.R. 294
H,Oversight and Government Reform,H.R. 75
H,Oversight and Government Reform,H.R. 576
H,Oversight and Government Reform,H.R. 1357
H,Oversight and Government Reform,H.R. 1247
H,Oversight and Government Reform,H.R. 1132
H,Oversight and Government Reform,H.R. 990
H,Oversight and Government Reform,H.R. 755
H,Oversight and Government Reform,H.R. 981
H,Oversight and Government Reform,H.R. 696
H,Oversight and Government Reform,H.R. 606
H,Oversight and Government Reform,H.R. 332
H,Oversight and Government Reform,H.R. 50
H,Oversight and Government Reform,H.R. 536
H,Oversight and Government Reform,H.R. 1339
H,Oversight and Government Reform,H.R. 1287
H,Oversight and Government Reform,H.R. 1272
H,Oversight and Government Reform,H.R. 1232
H,Oversight and Government Reform,H.R. 1209
H,Oversight and Government Reform,H.R. 1208
H,Oversight and Government Reform,H.R. 1210
H,Oversight and Government Reform,H.R. 1207
H,Oversight and Government Reform,H.R. 1211
H,Oversight and Government Reform,H.R. 826
H,Oversight and Government Reform,H.R. 768
H,Oversight and Government Reform,H.R. 1016
H,Oversight and Government Reform,H.R. 1001
H,Oversight and Government Reform,H.R. 970
H,Oversight and Government Reform,H.R. 841
H,Oversight and Government Reform,H.R. 559
H,Oversight and Government Reform,H.R. 396
H,Oversight and Government Reform,H.R. 567
H,Oversight and Government Reform,H.R. 153
H,Oversight and Government Reform,H.R. 152
H,Oversight and Government Reform,H.R. 452
H,Oversight and Government Reform,H.R. 978
H,Oversight and Government Reform,H.R. 1259
H,Oversight and Government Reform,H.R. 1340
H,Oversight and Government Reform,H.R. 1163
H,Oversight and Government Reform,H.R. 646
H,Oversight and Government Reform,H.R. 839
H,Oversight and Government Reform,H.R. 568
H,Oversight and Government Reform,H.R. 840
H,Oversight and Government Reform,H.R. 1076
H,Oversight and Government Reform,H.R. 921
H,Oversight and Government Reform,H.R. 1057
H,Oversight and Government Reform,H.R. 291
H,Oversight and Government Reform,H.R. 342
H,Oversight and Government Reform,H.R. 1305
H,Oversight and Government Reform,H.R. 371
H,Oversight and Government Reform,H.R. 1248
H,Oversight and Government Reform,H.R. 1291
H,Oversight and Government Reform,H.R. 942
H,Oversight and Government Reform,H.R. 1185
H,Oversight and Government Reform,H.R. 742
H,Oversight and Government Reform,H.R. 1022
H,Oversight and Government Reform,H.R. 595
H,Oversight and Government Reform,H.Res. 63
H,Oversight and Government Reform,H.R. 1316
H,Oversight and Government Reform,H.R. 1081
H,Oversight and Government Reform,H.R. 1111
H,Oversight and Government Reform,H.R. 1087
H,Oversight and Government Reform,H.R. 1086
H,Oversight and Government Reform,H.R. 964
H,Oversight and Government Reform,H.R. 305
H,Oversight and Government Reform,H.R. 803
H,Rules,H.R. 26
H,Rules,H.R. 21
H,Rules,H.Res. 156
H,Rules,H.Res. 150
H,Rules,H.Res. 123
H,Rules,H.Res. 116
H,Rules,H.Res. 99
H,Rules,H.Res. 91
H,Rules,H.Res. 74
H,Rules,H.Res. 71
H,Rules,H.Res. 70
H,Rules,H.Res. 55
H,Rules,H.Res. 48
H,Rules,H.Res. 40
H,Rules,H.Res. 33
H,Rules,H.Res. 22
H,Rules,H.Con.Res. 28
H,Rules,H.Con.Res. 14
H,Rules,H.R. 1065
H,Rules,H.Con.Res. 24
H,Rules,H.R. 50
H,Rules,H.R. 275
H,Rules,H.R. 978
H,Rules,H.R. 761
H,Rules,H.R. 1059
H,Rules,H.R. 818
H,Rules,H.R. 1291
H,Rules,H.R. 595
H,Rules,H.R. 916
H,Rules,H.R. 849
H,Rules,H.R. 850
H,Rules,H.R. 370
H,Rules,H.R. 893
H,Rules,H.R. 1326
H,Rules,H.R. 1172
H,Rules,H.R. 297
H,Rules,H.Res. 47
H,Rules,H.Res. 43
H,Rules,H.R. 1040
H,Rules,H.R. 29
H,Rules,H.R. 352
H,Rules,H.R. 397
H,Rules,H.R. 175
H,Rules,H.Res. 160
H,Rules,H.Res. 149
H,Rules,H.R. 277
H,Rules,H.J.Res. 75
H,Rules,H.Res. 42
H,Rules,H.R. 22
H,"Science, Space, and Technology",H.R. 255
H,"Science, Space, and Technology",S. 442
H,"Science, Space, and Technology",H.R. 589
H,"Science, Space, and Technology",H.R. 321
H,"Science, Space, and Technology",H.R. 590
H,"Science, Space, and Technology",H.R. 353
H,"Science, Space, and Technology",H.R. 1224
H,"Science, Space, and Technology",H.Con.Res. 26
H,"Science, Space, and Technology",H.Res. 44
H,"Science, Space, and Technology",H.R. 431
H,"Science, Space, and Technology",H.R. 1186
H,"Science, Space, and Technology",H.R. 312
H,"Science, Space, and Technology",H.R. 49
H,"Science, Space, and Technology",H.R. 1008
H,"Science, Space, and Technology",H.R. 1358
H,"Science, Space, and Technology",H.R. 845
H,"Science, Space, and Technology",H.R. 1159
H,"Science, Space, and Technology",H.R. 861
H,"Science, Space, and Technology",H.R. 1342
H,"Science, Space, and Technology",H.R. 870
H,"Science, Space, and Technology",H.R. 237
H,"Science, Space, and Technology",H.R. 794
H,"Science, Space, and Technology",H.R. 650
H,"Science, Space, and Technology",H.R. 301
H,"Science, Space, and Technology",H.R. 958
H,"Science, Space, and Technology",H.R. 777
H,"Science, Space, and Technology",H.R. 776
H,"Science, Space, and Technology",H.R. 703
H,"Science, Space, and Technology",H.R. 935
H,"Science, Space, and Technology",H.R. 923
H,"Science, Space, and Technology",H.R. 856
H,"Science, Space, and Technology",H.Res. 124
H,Small Business,H.R. 5
H,Small Business,H.R. 33
H,Small Business,H.R. 1186
H,Small Business,H.R. 251
H,Small Business,H.R. 1084
H,Small Business,H.R. 201
H,Transportation and Infrastructure,H.R. 588
H,Transportation and Infrastructure,H.R. 1174
H,Transportation and Infrastructure,H.R. 654
H,Transportation and Infrastructure,H.R. 58
H,Transportation and Infrastructure,H.R. 375
H,Transportation and Infrastructure,H.R. 953
H,Transportation and Infrastructure,H.R. 1214
H,Transportation and Infrastructure,H.R. 276
H,Transportation and Infrastructure,H.R. 1117
H,Transportation and Infrastructure,H.Res. 138
H,Transportation and Infrastructure,H.R. 619
H,Transportation and Infrastructure,H.R. 928
H,Transportation and Infrastructure,H.R. 468
H,Transportation and Infrastructure,H.R. 66
H,Transportation and Infrastructure,H.R. 233
H,Transportation and Infrastructure,H.R. 455
H,Transportation and Infrastructure,H.R. 911
H,Transportation and Infrastructure,H.R. 904
H,Transportation and Infrastructure,H.R. 833
H,Transportation and Infrastructure,H.R. 1217
H,Transportation and Infrastructure,H.R. 1154
H,Transportation and Infrastructure,H.R. 556
H,Transportation and Infrastructure,H.R. 1346
H,Transportation and Infrastructure,H.Res. 152
H,Transportation and Infrastructure,H.R. 458
H,Transportation and Infrastructure,H.R. 1019
H,Transportation and Infrastructure,H.Res. 170
H,Transportation and Infrastructure,H.R. 1261
H,Transportation and Infrastructure,H.R. 1344
H,Transportation and Infrastructure,H.R. 1105
H,Transportation and Infrastructure,H.R. 1265
H,Transportation and Infrastructure,H.R. 1266
H,Transportation and Infrastructure,H.R. 824
H,Transportation and Infrastructure,H.R. 1093
H,Transportation and Infrastructure,H.R. 738
H,Transportation and Infrastructure,H.R. 765
H,Transportation and Infrastructure,H.R. 100
H,Transportation and Infrastructure,H.R. 861
H,Transportation and Infrastructure,H.R. 637
H,Transportation and Infrastructure,H.R. 438
H,Transportation and Infrastructure,H.R. 1183
H,Transportation and Infrastructure,H.R. 973
H,Transportation and Infrastructure,H.R. 1054
H,Transportation and Infrastructure,H.R. 1140
H,Transportation and Infrastructure,H.R. 786
H,Transportation and Infrastructure,H.R. 168
H,Transportation and Infrastructure,H.Res. 159
H,Transportation and Infrastructure,H.R. 1179
H,Transportation and Infrastructure,H.R. 1045
H,Transportation and Infrastructure,H.R. 400
H,Transportation and Infrastructure,H.R. 868
H,Transportation and Infrastructure,H.R. 403
H,Transportation and Infrastructure,H.R. 364
H,Transportation and Infrastructure,H.R. 1233
H,Transportation and Infrastructure,H.R. 1087
H,Transportation and Infrastructure,H.R. 1028
H,Transportation and Infrastructure,H.R. 988
H,Transportation and Infrastructure,H.R. 891
H,Transportation and Infrastructure,H.R. 932
H,Transportation and Infrastructure,H.R. 598
H,Transportation and Infrastructure,H.R. 465
H,Transportation and Infrastructure,H.R. 234
H,Transportation and Infrastructure,H.R. 129
H,Transportation and Infrastructure,H.R. 89
H,Transportation and Infrastructure,H.R. 268
H,Transportation and Infrastructure,H.R. 127
H,Transportation and Infrastructure,H.R. 958
H,Transportation and Infrastructure,H.R. 683
H,Transportation and Infrastructure,H.R. 547
H,Transportation and Infrastructure,H.R. 554
H,Transportation and Infrastructure,H.R. 67
H,Transportation and Infrastructure,H.J.Res. 84
H,Transportation and Infrastructure,H.J.Res. 77
H,Veterans' Affairs,H.R. 974
H,Veterans' Affairs,H.R. 609
H,Veterans' Affairs,H.R. 244
H,Veterans' Affairs,H.R. 337
H,Veterans' Affairs,H.R. 27
H,Veterans' Affairs,H.R. 512
H,Veterans' Affairs,H.R. 1162
H,Veterans' Affairs,H.R. 28
H,Veterans' Affairs,H.R. 1131
H,Veterans' Affairs,H.R. 1005
H,Veterans' Affairs,H.R. 476
H,Veterans' Affairs,H.R. 1206
H,Veterans' Affairs,H.R. 411
H,Veterans' Affairs,H.R. 299
H,Veterans' Affairs,H.Con.Res. 22
H,Veterans' Affairs,H.R. 42
H,Veterans' Affairs,H.R. 578
H,Veterans' Affairs,H.R. 245
H,Veterans' Affairs,H.R. 1212
H,Veterans' Affairs,H.R. 874
H,Veterans' Affairs,H.R. 1112
H,Veterans' Affairs,H.R. 1058
H,Veterans' Affairs,H.R. 91
H,Veterans' Affairs,H.R. 1259
H,Veterans' Affairs,H.R. 918
H,Veterans' Affairs,H.R. 877
H,Veterans' Affairs,H.R. 1328
H,Veterans' Affairs,H.R. 1329
H,Veterans' Affairs,H.R. 1331
H,Veterans' Affairs,H.R. 1216
H,Veterans' Affairs,H.R. 1104
H,Veterans' Affairs,H.R. 1181
H,Veterans' Affairs,H.R. 1100
H,Veterans' Affairs,H.R. 1032
H,Veterans' Affairs,H.R. 888
H,Veterans' Affairs,H.R. 809
H,Veterans' Affairs,H.R. 1052
H,Veterans' Affairs,H.R. 629
H,Veterans' Affairs,H.R. 996
H,Veterans' Affairs,H.R. 971
H,Veterans' Affairs,H.R. 758
H,Veterans' Affairs,H.R. 369
H,Veterans' Affairs,H.R. 282
H,Veterans' Affairs,H.R. 418
H,Veterans' Affairs,H.R. 388
H,Veterans' Affairs,H.R. 93
H,Veterans' Affairs,H.R. 103
H,Veterans' Affairs,H.R. 107
H,Veterans' Affairs,H.R. 105
H,Veterans' Affairs,H.R. 104
H,Veterans' Affairs,H.R. 92
H,Veterans' Affairs,H.R. 154
H,Veterans' Affairs,H.R. 1133
H,Veterans' Affairs,H.R. 925
H,Veterans' Affairs,H.R. 907
H,Veterans' Affairs,H.R. 902
H,Veterans' Affairs,H.R. 1279
H,Veterans' Affairs,H.R. 1007
H,Veterans' Affairs,H.R. 897
H,Veterans' Affairs,H.R. 1063
H,Veterans' Affairs,H.R. 645
H,Veterans' Affairs,H.R. 632
H,Veterans' Affairs,H.R. 457
H,Veterans' Affairs,H.R. 90
H,Veterans' Affairs,H.R. 1359
H,Veterans' Affairs,H.R. 303
H,Veterans' Affairs,H.R. 611
H,Veterans' Affairs,H.R. 1254
H,Veterans' Affairs,H.R. 1152
H,Veterans' Affairs,H.R. 1066
H,Veterans' Affairs,H.R. 927
H,Veterans' Affairs,H.R. 980
H,Veterans' Affairs,H.R. 815
H,Veterans' Affairs,H.R. 814
H,Veterans' Affairs,H.R. 703
H,Veterans' Affairs,H.Res. 46
H,Veterans' Affairs,H.R. 1168
H,Veterans' Affairs,H.R. 467
H,Veterans' Affairs,H.R. 501
H,Veterans' Affairs,H.R. 1251
H,Veterans' Affairs,H.R. 293
H,Veterans' Affairs,H.R. 43
H,Veterans' Affairs,H.R. 94
H,Veterans' Affairs,H.R. 102
H,Veterans' Affairs,H.R. 101
H,Veterans' Affairs,H.R. 95
H,Veterans' Affairs,H.R. 106
H,Veterans' Affairs,H.R. 333
H,Veterans' Affairs,H.R. 334
H,Veterans' Affairs,H.R. 1064
H,Veterans' Affairs,H.R. 307
H,Veterans' Affairs,H.R. 63
H,Veterans' Affairs,H.R. 67
H,Veterans' Affairs,H.R. 856
H,Veterans' Affairs,H.R. 277
H,Ways and Means,H.R. 7
H,Ways and Means,H.J.Res. 42
H,Ways and Means,H.R. 70
H,Ways and Means,H.R. 133
H,Ways and Means,H.R. 439
H,Ways and Means,H.Con.Res. 14
H,Ways and Means,H.Con.Res. 10
H,Ways and Means,H.R. 1051
H,Ways and Means,H.R. 896
H,Ways and Means,H.R. 112
H,Ways and Means,H.R. 184
H,Ways and Means,H.R. 756
H,Ways and Means,H.R. 179
H,Ways and Means,H.R. 336
H,Ways and Means,H.R. 253
H,Ways and Means,H.Res. 132
H,Ways and Means,H.R. 830
H,Ways and Means,H.R. 519
H,Ways and Means,H.R. 422
H,Ways and Means,H.R. 1268
H,Ways and Means,H.R. 576
H,Ways and Means,H.R. 1201
H,Ways and Means,H.R. 885
H,Ways and Means,H.R. 1267
H,Ways and Means,H.R. 1090
H,Ways and Means,H.R. 1337
H,Ways and Means,H.R. 871
H,Ways and Means,H.R. 631
H,Ways and Means,H.R. 807
H,Ways and Means,H.R. 1317
H,Ways and Means,H.R. 1356
H,Ways and Means,H.R. 1013
H,Ways and Means,H.R. 1148
H,Ways and Means,H.R. 246
H,Ways and Means,H.R. 1284
H,Ways and Means,H.R. 1296
H,Ways and Means,H.R. 1205
H,Ways and Means,H.R. 1204
H,Ways and Means,H.R. 1200
H,Ways and Means,H.R. 367
H,Ways and Means,H.R. 960
H,Ways and Means,H.R. 721
H,Ways and Means,H.R. 662
H,Ways and Means,H.R. 442
H,Ways and Means,H.R. 1145
H,Ways and Means,H.R. 521
H,Ways and Means,H.R. 508
H,Ways and Means,H.R. 1059
H,Ways and Means,H.R. 198
H,Ways and Means,H.R. 1352
H,Ways and Means,H.R. 1280
H,Ways and Means,H.R. 1158
H,Ways and Means,H.R. 1137
H,Ways and Means,H.R. 795
H,Ways and Means,H.R. 798
H,Ways and Means,H.R. 1146
H,Ways and Means,H.R. 1069
H,Ways and Means,H.R. 922
H,Ways and Means,H.R. 947
H,Ways and Means,H.R. 840
H,Ways and Means,H.R. 822
H,Ways and Means,H.R. 823
H,Ways and Means,H.R. 821
H,Ways and Means,H.R. 1089
H,Ways and Means,H.R. 531
H,Ways and Means,H.R. 523
H,Ways and Means,H.R. 729
H,Ways and Means,H.R. 734
H,Ways and Means,H.R. 386
H,Ways and Means,H.R. 363
H,Ways and Means,H.R. 283
H,Ways and Means,H.R. 596
H,Ways and Means,H.R. 1361
H,Ways and Means,H.R. 340
H,Ways and Means,H.R. 341
H,Ways and Means,H.R. 109
H,Ways and Means,H.R. 110
H,Ways and Means,H.R. 168
H,Ways and Means,H.R. 108
H,Ways and Means,H.R. 930
H,Ways and Means,H.R. 1126
H,Ways and Means,H.R. 750
H,Ways and Means,H.R. 1057
H,Ways and Means,H.R. 747
H,Ways and Means,H.R. 855
H,Ways and Means,H.R. 500
H,Ways and Means,H.R. 1298
H,Ways and Means,H.R. 365
H,Ways and Means,H.R. 371
H,Ways and Means,H.R. 488
H,Ways and Means,H.R. 633
H,Ways and Means,H.R. 661
H,Ways and Means,H.R. 1234
H,Ways and Means,H.R. 1290
H,Ways and Means,H.R. 1015
H,Ways and Means,H.R. 410
H,Ways and Means,H.R. 1115
H,Ways and Means,H.R. 1150
H,Ways and Means,H.R. 1091
H,Ways and Means,H.R. 284
